county,population,SPC,urban,MidWest,dBenton,southern,Kmart,WalMart,smallstores,dKmart,dWMart,X1,X2,X3,count0,count1,count2,nfirms
352.00,1.91,7.00,0.00,0.00,6.53,1.00,0.00,0.00,0.00,0.05,0.05,0.00,0.04,0.06,1,0,0,0
353.00,2.87,7.73,0.21,0.00,6.61,1.00,0.00,0.00,3.00,0.06,0.06,0.00,0.03,0.03,1,0,0,0
359.00,3.99,8.25,0.49,0.00,6.71,1.00,1.00,1.00,6.00,0.09,0.09,0.00,0.04,0.09,0,0,1,2
361.00,3.43,8.60,0.57,0.00,6.91,1.00,1.00,1.00,2.00,0.15,0.15,0.00,0.00,0.00,0,0,1,2
374.00,3.70,7.96,0.49,0.00,6.78,1.00,0.00,1.00,4.00,0.20,0.20,1.00,0.00,0.00,0,1,0,1
375.00,3.46,8.30,0.19,0.00,6.66,1.00,1.00,0.00,4.00,0.02,0.02,0.00,0.05,0.07,0,1,0,1
376.00,2.93,8.48,0.34,0.00,6.63,1.00,0.00,0.00,2.00,0.02,0.02,0.00,0.03,0.00,1,0,0,0
377.00,2.52,7.22,0.48,0.00,6.70,1.00,0.00,0.00,1.00,0.11,0.11,0.00,0.08,0.17,1,0,0,0
379.00,2.91,7.57,0.00,0.00,6.57,1.00,0.00,0.00,3.00,0.05,0.05,0.00,0.00,0.03,1,0,0,0
380.00,3.60,8.41,0.20,0.00,6.42,1.00,0.00,1.00,6.00,0.06,0.06,1.00,0.00,0.08,0,1,0,1
381.00,3.01,8.08,0.17,0.00,6.45,1.00,0.00,1.00,1.00,0.06,0.06,1.00,0.03,0.10,0,1,0,1
382.00,2.80,8.40,0.30,0.00,6.63,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.05,0.16,1,0,0,0
383.00,1.97,7.51,0.00,0.00,6.61,1.00,0.00,0.00,2.00,0.03,0.03,0.00,0.08,0.17,1,0,0,0
384.00,2.33,7.95,0.29,0.00,6.62,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.07,0.17,1,0,0,0
386.00,3.74,8.62,0.66,0.00,6.50,1.00,1.00,1.00,5.00,0.05,0.05,0.00,0.04,0.09,0,0,1,2
387.00,2.52,8.24,0.05,0.00,6.43,1.00,0.00,0.00,1.00,0.11,0.11,0.00,0.08,0.35,1,0,0,0
388.00,3.66,8.62,0.47,0.00,6.43,1.00,0.00,1.00,3.00,0.28,0.28,1.00,0.12,0.29,0,1,0,1
389.00,4.24,8.56,0.58,0.00,6.31,1.00,1.00,1.00,7.00,0.25,0.25,0.00,0.17,0.27,0,0,1,2
390.00,2.85,8.55,0.64,0.00,6.56,1.00,0.00,1.00,4.00,0.00,0.00,1.00,0.07,0.17,0,1,0,1
391.00,2.77,8.04,0.25,0.00,6.58,1.00,0.00,0.00,2.00,0.03,0.03,0.00,0.08,0.16,1,0,0,0
393.00,2.40,8.11,0.48,0.00,6.52,1.00,0.00,0.00,3.00,0.08,0.08,0.00,0.07,0.18,1,0,0,0
394.00,2.59,7.12,0.01,0.00,6.67,1.00,0.00,0.00,2.00,0.03,0.03,0.00,0.10,0.10,1,0,0,0
395.00,2.76,7.83,0.29,0.00,6.58,1.00,0.00,0.00,3.00,0.07,0.07,0.00,0.02,0.16,1,0,0,0
396.00,3.14,7.74,0.40,0.00,6.67,1.00,0.00,0.00,2.00,0.07,0.07,0.00,0.12,0.14,1,0,0,0
397.00,3.91,8.68,0.48,0.00,6.64,1.00,1.00,1.00,3.00,0.02,0.02,0.00,0.02,0.12,0,0,1,2
398.00,3.11,8.10,0.25,0.00,6.60,1.00,0.00,0.00,5.00,0.10,0.10,0.00,0.02,0.12,1,0,0,0
399.00,2.85,8.31,0.21,0.00,6.43,1.00,0.00,0.00,2.00,0.25,0.25,0.00,0.17,0.26,1,0,0,0
400.00,1.62,8.18,0.00,0.00,6.47,1.00,0.00,0.00,1.00,0.06,0.06,0.00,0.02,0.05,1,0,0,0
401.00,3.82,8.23,0.65,0.00,6.71,1.00,1.00,1.00,4.00,0.07,0.07,0.00,0.07,0.07,0,0,1,2
402.00,2.18,8.56,0.29,0.00,6.62,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.05,0.17,1,0,0,0
404.00,3.90,8.54,0.71,0.00,6.26,1.00,0.00,1.00,6.00,0.20,0.20,1.00,0.18,0.20,0,1,0,1
405.00,2.23,7.67,0.38,0.00,6.68,1.00,0.00,0.00,3.00,0.04,0.04,0.00,0.09,0.16,1,0,0,0
407.00,2.79,5.08,0.79,0.00,6.41,1.00,0.00,0.00,0.00,0.11,0.11,0.00,0.06,0.13,1,0,0,0
408.00,3.13,8.11,0.44,0.00,6.25,1.00,0.00,1.00,7.00,0.13,0.13,1.00,0.25,0.25,0,1,0,1
413.00,1.89,7.77,0.42,0.00,6.64,1.00,0.00,0.00,2.00,0.03,0.03,0.00,0.04,0.12,1,0,0,0
415.00,3.52,8.88,0.34,0.00,6.60,1.00,1.00,1.00,5.00,0.00,0.00,0.00,0.02,0.13,0,0,1,2
416.00,3.68,8.54,0.37,0.00,6.55,1.00,0.00,1.00,7.00,0.05,0.05,1.00,0.04,0.15,0,1,0,1
418.00,2.68,8.55,0.41,0.00,6.58,1.00,0.00,0.00,3.00,0.04,0.04,0.00,0.07,0.19,1,0,0,0
420.00,2.37,6.48,0.00,0.00,6.46,1.00,0.00,0.00,1.00,0.10,0.10,0.00,0.04,0.11,1,0,0,0
421.00,3.02,8.87,0.60,0.00,6.51,1.00,0.00,1.00,7.00,0.05,0.05,1.00,0.03,0.12,0,1,0,1
422.00,2.68,8.28,0.21,0.00,6.22,1.00,0.00,0.00,3.00,0.11,0.11,0.00,0.18,0.25,1,0,0,0
423.00,2.64,8.58,0.00,0.00,6.37,1.00,0.00,0.00,0.00,0.19,0.19,0.00,0.14,0.33,1,0,0,0
424.00,3.28,8.65,0.42,0.00,6.51,1.00,1.00,0.00,5.00,0.05,0.05,0.00,0.03,0.18,0,1,0,1
426.00,2.90,8.17,0.30,0.00,6.55,1.00,0.00,1.00,2.00,0.03,0.03,1.00,0.06,0.17,0,1,0,1
427.00,2.35,8.27,0.22,0.00,6.50,1.00,0.00,0.00,1.00,0.09,0.09,0.00,0.00,0.15,1,0,0,0
430.00,2.50,8.19,0.34,0.00,6.46,1.00,0.00,0.00,4.00,0.06,0.06,0.00,0.08,0.09,1,0,0,0
432.00,3.56,7.99,0.24,0.00,6.67,1.00,0.00,1.00,3.00,0.06,0.06,1.00,0.07,0.07,0,1,0,1
433.00,2.95,8.35,0.31,0.00,6.50,1.00,0.00,1.00,3.00,0.06,0.06,1.00,0.02,0.18,0,1,0,1
434.00,3.04,8.33,0.31,0.00,6.59,1.00,0.00,1.00,7.00,0.00,0.00,1.00,0.05,0.11,0,1,0,1
435.00,2.27,8.61,0.38,0.00,6.64,1.00,0.00,0.00,4.00,0.02,0.02,0.00,0.11,0.18,1,0,0,0
436.00,2.90,8.38,0.00,0.00,6.34,1.00,0.00,0.00,6.00,0.10,0.10,0.00,0.09,0.26,1,0,0,0
439.00,4.34,8.58,0.65,0.00,6.38,1.00,1.00,1.00,2.00,0.29,0.29,0.00,0.14,0.26,0,0,1,2
440.00,2.92,8.82,0.11,0.00,6.46,1.00,0.00,0.00,5.00,0.11,0.11,0.00,0.04,0.33,1,0,0,0
442.00,2.89,8.46,0.14,0.00,6.33,1.00,0.00,1.00,3.00,0.11,0.11,1.00,0.11,0.18,0,1,0,1
445.00,3.70,8.63,0.35,0.00,6.30,1.00,1.00,1.00,5.00,0.19,0.19,0.00,0.16,0.25,0,0,1,2
446.00,3.07,8.24,0.38,0.00,6.54,1.00,0.00,1.00,3.00,0.06,0.06,1.00,0.05,0.16,0,1,0,1
447.00,2.59,8.04,0.18,0.00,6.49,1.00,0.00,0.00,2.00,0.04,0.04,0.00,0.05,0.24,1,0,0,0
449.00,3.44,8.54,0.35,0.00,6.42,1.00,1.00,1.00,7.00,0.08,0.08,0.00,0.02,0.23,0,0,1,2
451.00,2.20,7.07,0.40,0.00,6.51,1.00,0.00,0.00,1.00,0.02,0.02,0.00,0.05,0.17,1,0,0,0
452.00,3.19,8.23,0.17,0.00,6.29,1.00,0.00,1.00,6.00,0.25,0.25,1.00,0.10,0.19,0,1,0,1
453.00,3.10,6.78,0.03,0.00,6.38,1.00,0.00,0.00,3.00,0.12,0.12,0.00,0.07,0.16,1,0,0,0
454.00,3.07,7.94,0.25,0.00,6.48,1.00,0.00,1.00,3.00,0.12,0.12,1.00,0.05,0.21,0,1,0,1
455.00,2.30,6.98,0.00,0.00,6.33,1.00,0.00,0.00,2.00,0.17,0.17,0.00,0.09,0.25,1,0,0,0
458.00,2.19,7.59,0.32,0.00,6.56,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.29,1,0,0,0
459.00,3.60,8.50,0.12,0.00,6.43,1.00,0.00,1.00,7.00,0.17,0.17,1.00,0.11,0.31,0,1,0,1
460.00,2.29,7.14,0.00,0.00,6.45,1.00,0.00,0.00,1.00,0.17,0.17,0.00,0.15,0.25,1,0,0,0
461.00,2.54,8.75,0.32,0.00,6.60,1.00,0.00,1.00,3.00,0.00,0.00,1.00,0.09,0.16,0,1,0,1
462.00,2.88,8.10,0.19,0.00,6.57,1.00,0.00,0.00,9.00,0.06,0.06,0.00,0.02,0.13,1,0,0,0
463.00,2.13,7.94,0.35,0.00,6.61,1.00,0.00,0.00,3.00,0.02,0.02,0.00,0.03,0.12,1,0,0,0
464.00,2.12,7.62,0.00,0.00,6.56,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.07,0.21,1,0,0,0
465.00,3.12,6.95,0.19,0.00,6.48,1.00,0.00,0.00,1.00,0.11,0.11,0.00,0.10,0.18,1,0,0,0
466.00,2.67,8.07,0.42,0.00,6.43,1.00,0.00,0.00,3.00,0.17,0.17,0.00,0.12,0.23,1,0,0,0
467.00,1.91,7.70,0.06,0.00,6.61,1.00,0.00,0.00,3.00,0.05,0.05,0.00,0.05,0.10,1,0,0,0
468.00,3.77,8.70,0.43,0.00,6.55,1.00,1.00,1.00,9.00,0.02,0.02,0.00,0.02,0.16,0,0,1,2
469.00,3.09,7.34,0.50,0.00,6.49,1.00,0.00,0.00,0.00,0.06,0.06,0.00,0.02,0.17,1,0,0,0
470.00,4.10,7.88,0.80,0.00,6.68,1.00,1.00,1.00,5.00,0.06,0.06,0.00,0.05,0.05,0,0,1,2
471.00,2.09,7.11,0.00,0.00,6.54,1.00,0.00,0.00,1.00,0.10,0.10,0.00,0.03,0.13,1,0,0,0
472.00,2.12,6.28,0.11,0.00,6.66,1.00,0.00,0.00,2.00,0.05,0.05,0.00,0.14,0.13,1,0,0,0
474.00,2.90,8.33,0.15,0.00,6.38,1.00,0.00,1.00,3.00,0.10,0.10,1.00,0.10,0.21,0,1,0,1
475.00,3.07,9.11,0.39,0.00,6.55,1.00,0.00,1.00,6.00,0.13,0.13,1.00,0.00,0.05,0,1,0,1
476.00,2.29,8.79,0.26,0.00,6.70,1.00,0.00,0.00,1.00,0.08,0.08,0.00,0.10,0.07,1,0,0,0
477.00,2.59,7.90,0.42,0.00,6.47,1.00,0.00,0.00,2.00,0.07,0.07,0.00,0.00,0.12,1,0,0,0
478.00,3.19,7.59,0.04,0.00,6.46,1.00,0.00,0.00,1.00,0.14,0.14,0.00,0.03,0.33,1,0,0,0
479.00,1.88,7.96,0.00,0.00,6.43,1.00,0.00,0.00,2.00,0.04,0.04,0.00,0.03,0.09,1,0,0,0
480.00,3.13,7.90,0.16,0.00,6.38,1.00,0.00,0.00,5.00,0.22,0.22,0.00,0.09,0.19,1,0,0,0
481.00,1.85,8.26,0.00,0.00,6.48,1.00,0.00,0.00,4.00,0.05,0.05,0.00,0.07,0.11,1,0,0,0
482.00,3.05,8.19,0.48,0.00,6.52,1.00,0.00,1.00,6.00,0.05,0.05,1.00,0.05,0.14,0,1,0,1
483.00,2.96,7.72,0.24,0.00,6.45,1.00,0.00,1.00,2.00,0.15,0.15,1.00,0.11,0.11,0,1,0,1
484.00,2.05,7.39,0.01,0.00,6.59,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.07,0.28,1,0,0,0
485.00,2.68,8.87,0.23,0.00,6.46,1.00,0.00,1.00,1.00,0.13,0.13,1.00,0.11,0.27,0,1,0,1
486.00,3.46,8.09,0.28,0.00,6.30,1.00,0.00,0.00,7.00,0.19,0.19,0.00,0.13,0.27,1,0,0,0
488.00,4.01,8.19,0.56,0.00,6.43,1.00,1.00,1.00,7.00,0.25,0.25,0.00,0.12,0.20,0,0,1,2
489.00,3.14,8.41,0.49,0.00,6.46,1.00,0.00,1.00,1.00,0.21,0.21,1.00,0.05,0.26,0,1,0,1
490.00,2.42,7.35,0.00,0.00,6.48,1.00,0.00,0.00,0.00,0.06,0.06,0.00,0.02,0.28,1,0,0,0
491.00,4.23,8.17,0.60,0.00,6.32,1.00,1.00,1.00,3.00,0.39,0.39,0.00,0.11,0.21,0,0,1,2
492.00,3.17,8.25,0.64,0.00,6.48,1.00,0.00,0.00,4.00,0.14,0.14,0.00,0.02,0.12,1,0,0,0
493.00,2.92,8.99,0.22,0.00,6.34,1.00,0.00,0.00,4.00,0.23,0.23,0.00,0.14,0.26,1,0,0,0
494.00,2.74,7.92,0.23,0.00,6.65,1.00,0.00,0.00,2.00,0.02,0.02,0.00,0.09,0.11,1,0,0,0
495.00,2.50,6.70,0.00,0.00,6.40,1.00,0.00,0.00,1.00,0.25,0.25,0.00,0.15,0.16,1,0,0,0
496.00,3.58,8.07,0.48,0.00,6.29,1.00,0.00,1.00,8.00,0.24,0.24,1.00,0.17,0.24,0,1,0,1
497.00,2.12,8.21,0.41,0.00,6.52,1.00,0.00,0.00,2.00,0.08,0.08,0.00,0.03,0.17,1,0,0,0
498.00,2.83,8.04,0.23,0.00,6.48,1.00,0.00,0.00,4.00,0.07,0.07,0.00,0.11,0.22,1,0,0,0
500.00,2.58,8.43,0.00,0.00,6.43,1.00,0.00,0.00,3.00,0.05,0.05,0.00,0.13,0.28,1,0,0,0
501.00,2.07,7.68,0.47,0.00,6.44,1.00,0.00,0.00,3.00,0.03,0.03,0.00,0.02,0.10,1,0,0,0
503.00,4.20,8.87,0.85,0.00,6.41,1.00,1.00,0.00,2.00,0.44,0.44,0.00,0.14,0.30,0,1,0,1
505.00,2.67,8.18,0.17,0.00,6.63,1.00,0.00,0.00,3.00,0.02,0.02,0.00,0.04,0.12,1,0,0,0
506.00,2.26,8.44,0.28,0.00,6.49,1.00,0.00,0.00,3.00,0.05,0.05,0.00,0.10,0.13,1,0,0,0
507.00,4.05,8.64,0.59,0.00,6.40,1.00,1.00,1.00,5.00,0.33,0.33,0.00,0.05,0.12,0,0,1,2
508.00,3.23,8.52,0.40,0.00,6.45,1.00,0.00,1.00,4.00,0.10,0.10,1.00,0.09,0.19,0,1,0,1
509.00,1.69,7.42,0.00,0.00,6.42,1.00,0.00,0.00,1.00,0.05,0.05,0.00,0.04,0.09,1,0,0,0
510.00,3.45,8.63,0.57,0.00,6.47,1.00,0.00,1.00,4.00,0.05,0.05,1.00,0.00,0.04,0,1,0,1
511.00,1.93,6.47,0.00,0.00,6.41,1.00,0.00,0.00,1.00,0.12,0.12,0.00,0.07,0.12,1,0,0,0
513.00,2.95,7.82,0.21,0.00,6.63,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.09,0.19,1,0,0,0
514.00,2.10,7.93,0.00,0.00,6.44,1.00,0.00,0.00,3.00,0.08,0.08,0.00,0.02,0.05,1,0,0,0
515.00,2.44,7.90,0.43,0.00,6.57,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.08,0.28,1,0,0,0
516.00,2.41,8.04,0.45,0.00,6.47,1.00,0.00,0.00,3.00,0.05,0.05,0.00,0.00,0.09,1,0,0,0
517.00,3.75,8.66,0.50,0.00,6.56,1.00,0.00,1.00,5.00,0.07,0.07,1.00,0.05,0.17,0,1,0,1
518.00,3.60,8.92,0.56,0.00,6.55,1.00,1.00,1.00,4.00,0.05,0.05,0.00,0.02,0.18,0,0,1,2
519.00,3.25,8.73,0.48,0.00,6.61,1.00,0.00,1.00,9.00,0.00,0.00,1.00,0.07,0.14,0,1,0,1
520.00,2.10,8.08,0.00,0.00,6.40,1.00,0.00,0.00,2.00,0.02,0.02,0.00,0.08,0.24,1,0,0,0
521.00,1.79,7.30,0.44,0.00,6.58,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.07,0.21,1,0,0,0
522.00,4.07,8.63,0.56,0.00,6.35,1.00,1.00,1.00,4.00,0.16,0.16,0.00,0.02,0.12,0,0,1,2
523.00,2.21,8.29,0.52,0.00,6.53,1.00,0.00,0.00,3.00,0.03,0.03,0.00,0.07,0.27,1,0,0,0
524.00,2.28,7.00,0.00,0.00,6.50,1.00,0.00,0.00,0.00,0.10,0.10,0.00,0.06,0.06,1,0,0,0
525.00,2.76,8.30,0.00,0.00,6.37,1.00,0.00,0.00,5.00,0.05,0.05,0.00,0.06,0.22,1,0,0,0
526.00,3.30,8.30,0.56,0.00,6.42,1.00,0.00,1.00,3.00,0.17,0.17,1.00,0.04,0.04,0,1,0,1
527.00,4.13,7.79,0.56,0.00,6.25,1.00,1.00,0.00,6.00,0.14,0.14,0.00,0.14,0.29,0,1,0,1
528.00,3.94,8.01,0.41,0.00,6.43,1.00,0.00,1.00,8.00,0.25,0.25,1.00,0.07,0.07,0,1,0,1
529.00,3.57,8.83,0.72,0.00,6.65,1.00,0.00,1.00,9.00,0.00,0.00,1.00,0.06,0.04,0,1,0,1
530.00,1.79,7.17,0.00,0.00,6.53,1.00,0.00,0.00,1.00,0.07,0.07,0.00,0.00,0.13,1,0,0,0
531.00,3.00,8.37,0.34,0.00,6.54,1.00,0.00,1.00,4.00,0.02,0.02,1.00,0.03,0.08,0,1,0,1
532.00,3.22,8.37,0.48,0.00,6.66,1.00,1.00,0.00,5.00,0.03,0.03,0.00,0.05,0.12,0,1,0,1
535.00,2.82,9.05,0.00,0.00,6.40,1.00,0.00,0.00,3.00,0.08,0.08,0.00,0.08,0.16,1,0,0,0
537.00,1.99,7.44,0.00,0.00,6.53,1.00,0.00,0.00,2.00,0.03,0.03,0.00,0.02,0.09,1,0,0,0
538.00,2.36,8.10,0.31,0.00,6.51,1.00,0.00,0.00,5.00,0.08,0.08,0.00,0.02,0.13,1,0,0,0
539.00,2.38,7.44,0.00,0.00,6.52,1.00,0.00,0.00,1.00,0.06,0.06,0.00,0.04,0.04,1,0,0,0
540.00,3.10,7.95,0.30,0.00,6.53,1.00,0.00,0.00,4.00,0.05,0.05,0.00,0.00,0.13,1,0,0,0
544.00,4.03,8.64,0.81,0.00,8.29,0.00,0.00,1.00,6.00,0.00,0.00,1.00,0.00,0.00,0,1,0,1
549.00,1.88,8.25,0.43,1.00,6.91,0.00,0.00,0.00,2.00,0.02,0.02,0.00,0.00,0.00,1,0,0,0
550.00,2.19,8.16,0.31,1.00,7.22,0.00,0.00,0.00,1.00,0.05,0.02,0.00,0.00,0.04,1,0,0,0
551.00,3.72,8.21,0.42,1.00,6.98,0.00,0.00,1.00,2.00,0.05,0.05,1.00,0.00,0.00,0,1,0,1
552.00,2.84,9.02,0.67,1.00,7.05,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0
554.00,3.55,9.24,0.23,1.00,7.25,0.00,1.00,1.00,5.00,0.02,0.00,0.00,0.00,0.00,0,0,1,2
556.00,2.29,8.27,0.27,1.00,7.25,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.03,0.03,1,0,0,0
560.00,1.99,8.51,0.42,1.00,6.93,0.00,0.00,0.00,2.00,0.05,0.05,0.00,0.00,0.00,1,0,0,0
561.00,3.07,8.63,0.45,1.00,7.01,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0,0,1,2
563.00,2.24,8.23,0.43,1.00,7.18,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0
565.00,3.21,8.67,0.76,1.00,7.11,0.00,0.00,0.00,3.00,0.03,0.03,0.00,0.00,0.00,1,0,0,0
566.00,2.38,8.06,0.30,1.00,6.93,0.00,0.00,0.00,2.00,0.05,0.05,0.00,0.00,0.00,1,0,0,0
567.00,2.46,7.94,0.29,1.00,6.96,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.05,0.03,1,0,0,0
568.00,2.67,7.67,0.55,1.00,7.16,0.00,0.00,0.00,1.00,0.05,0.02,0.00,0.00,0.00,1,0,0,0
569.00,2.61,8.03,0.25,1.00,7.08,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.02,0.00,1,0,0,0
570.00,2.71,8.04,0.21,1.00,7.15,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0
571.00,2.95,7.58,0.19,1.00,6.99,0.00,0.00,0.00,1.00,0.02,0.02,0.00,0.03,0.05,1,0,0,0
572.00,2.86,8.25,0.43,1.00,7.05,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.05,0.02,1,0,0,0
574.00,3.50,8.47,0.62,1.00,7.22,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.03,0.03,0,1,0,1
575.00,2.09,8.34,0.40,1.00,7.08,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0
578.00,3.21,8.58,0.70,1.00,6.96,0.00,1.00,1.00,4.00,0.04,0.04,0.00,0.00,0.00,0,0,1,2
579.00,3.02,8.28,0.45,1.00,7.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.03,0.03,1,0,0,0
580.00,3.61,8.97,0.83,1.00,7.21,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.03,0,0,1,2
582.00,2.31,7.57,0.26,1.00,7.12,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0
583.00,3.00,7.92,0.57,1.00,7.17,0.00,0.00,0.00,0.00,0.06,0.02,0.00,0.00,0.00,1,0,0,0
584.00,2.11,7.91,0.55,1.00,6.99,0.00,0.00,0.00,1.00,0.03,0.03,0.00,0.02,0.04,1,0,0,0
585.00,2.64,9.29,0.24,1.00,7.20,0.00,0.00,0.00,1.00,0.02,0.00,0.00,0.00,0.00,1,0,0,0
587.00,4.12,9.05,0.67,1.00,7.06,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,1,0,1
588.00,2.09,8.54,0.00,1.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0
589.00,2.31,8.20,0.55,1.00,7.18,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0
591.00,2.31,7.50,0.41,1.00,5.63,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.10,0.25,1,0,0,0
592.00,2.84,8.18,0.40,1.00,5.76,0.00,0.00,0.00,1.00,0.09,0.09,0.00,0.07,0.26,1,0,0,0
593.00,3.64,8.09,0.70,1.00,6.23,0.00,1.00,0.00,2.00,0.29,0.29,0.00,0.02,0.07,0,1,0,1
594.00,1.91,7.33,0.58,1.00,5.75,0.00,0.00,0.00,2.00,0.04,0.04,0.00,0.08,0.20,1,0,0,0
595.00,3.58,8.29,0.38,1.00,6.07,0.00,0.00,1.00,2.00,0.05,0.05,1.00,0.05,0.11,0,1,0,1
596.00,1.61,8.11,0.00,1.00,5.62,0.00,0.00,0.00,1.00,0.11,0.11,0.00,0.02,0.25,1,0,0,0
597.00,2.83,8.01,0.21,1.00,6.13,0.00,0.00,0.00,4.00,0.04,0.04,0.00,0.12,0.19,1,0,0,0
598.00,2.58,8.07,0.45,1.00,5.81,0.00,0.00,1.00,1.00,0.03,0.03,1.00,0.11,0.15,0,1,0,1
600.00,3.58,8.50,0.56,1.00,5.86,0.00,0.00,1.00,4.00,0.08,0.08,1.00,0.02,0.16,0,1,0,1
601.00,2.80,8.31,0.42,1.00,6.01,0.00,0.00,1.00,4.00,0.04,0.04,1.00,0.12,0.26,0,1,0,1
602.00,2.67,8.29,0.34,1.00,5.88,0.00,0.00,1.00,3.00,0.00,0.00,1.00,0.11,0.30,0,1,0,1
603.00,3.56,8.37,0.58,1.00,5.73,0.00,0.00,1.00,7.00,0.09,0.09,1.00,0.07,0.19,0,1,0,1
604.00,3.95,8.75,0.76,1.00,5.98,0.00,1.00,1.00,3.00,0.07,0.07,0.00,0.06,0.11,0,0,1,2
606.00,3.04,8.31,0.41,1.00,5.99,0.00,0.00,1.00,1.00,0.03,0.03,1.00,0.12,0.29,0,1,0,1
607.00,2.41,7.64,0.00,1.00,5.96,0.00,0.00,0.00,1.00,0.02,0.02,0.00,0.13,0.29,1,0,0,0
609.00,2.82,8.57,0.48,1.00,5.97,0.00,0.00,1.00,3.00,0.16,0.16,1.00,0.00,0.06,0,1,0,1
610.00,2.99,8.67,0.37,1.00,6.00,0.00,0.00,0.00,4.00,0.09,0.09,0.00,0.10,0.13,1,0,0,0
612.00,2.99,8.13,0.48,1.00,6.05,0.00,1.00,0.00,3.00,0.09,0.09,0.00,0.04,0.22,0,1,0,1
613.00,1.95,7.83,0.00,1.00,5.91,0.00,0.00,0.00,1.00,0.03,0.03,0.00,0.14,0.31,1,0,0,0
614.00,3.51,9.26,0.41,1.00,5.89,0.00,1.00,1.00,4.00,0.00,0.00,0.00,0.06,0.28,0,0,1,2
615.00,3.10,8.37,0.36,1.00,5.83,0.00,0.00,1.00,1.00,0.02,0.02,1.00,0.10,0.22,0,1,0,1
616.00,2.65,8.57,0.57,1.00,6.09,0.00,0.00,0.00,6.00,0.11,0.11,0.00,0.04,0.12,1,0,0,0
617.00,3.70,8.36,0.53,1.00,5.75,0.00,1.00,1.00,6.00,0.00,0.00,0.00,0.10,0.33,0,0,1,2
618.00,3.66,8.29,0.46,1.00,5.89,0.00,1.00,1.00,3.00,0.06,0.06,0.00,0.07,0.10,0,0,1,2
619.00,1.89,7.69,0.00,1.00,5.85,0.00,0.00,0.00,1.00,0.03,0.03,0.00,0.11,0.24,1,0,0,0
620.00,2.75,7.94,0.32,1.00,5.69,0.00,0.00,0.00,1.00,0.09,0.09,0.00,0.04,0.26,1,0,0,0
621.00,3.59,8.51,0.61,1.00,6.14,0.00,0.00,1.00,2.00,0.18,0.18,1.00,0.04,0.10,0,1,0,1
622.00,2.15,7.91,0.33,1.00,5.82,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.13,0.34,1,0,0,0
623.00,3.05,8.00,0.29,1.00,5.79,0.00,0.00,0.00,2.00,0.03,0.03,0.00,0.07,0.15,1,0,0,0
624.00,1.60,6.98,0.00,1.00,5.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.22,1,0,0,0
625.00,2.16,7.32,0.01,1.00,5.88,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.15,0.27,1,0,0,0
626.00,3.94,8.41,0.55,1.00,6.02,0.00,0.00,1.00,2.00,0.10,0.10,1.00,0.09,0.13,0,1,0,1
627.00,3.45,8.16,0.28,1.00,6.14,0.00,0.00,1.00,3.00,0.10,0.10,1.00,0.03,0.07,0,1,0,1
628.00,4.11,8.64,0.63,1.00,5.66,0.00,1.00,1.00,4.00,0.00,0.00,0.00,0.09,0.32,0,0,1,2
629.00,2.36,8.44,0.31,1.00,5.95,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.11,0.36,1,0,0,0
630.00,3.67,8.72,0.44,1.00,5.78,0.00,1.00,1.00,3.00,0.00,0.00,0.00,0.11,0.33,0,0,1,2
631.00,3.06,8.52,0.39,1.00,5.66,0.00,0.00,1.00,3.00,0.15,0.15,1.00,0.02,0.18,0,1,0,1
