county,population,SPC,urban,MidWest,dBenton,southern,Kmart,WalMart,smallstores,dKmart,dWMart,X1,X2,X3,count0,count1,count2,nfirms
632.00,3.08,8.37,0.29,1.00,6.15,0.00,0.00,0.00,4.00,0.03,0.03,0.00,0.11,0.17,1,0,0,0
633.00,2.58,7.61,0.21,1.00,5.73,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.09,0.23,1,0,0,0
636.00,3.91,8.44,0.74,1.00,6.17,0.00,0.00,1.00,1.00,0.24,0.24,1.00,0.02,0.07,0,1,0,1
637.00,4.02,8.61,0.75,1.00,5.95,0.00,1.00,1.00,5.00,0.08,0.08,0.00,0.06,0.14,0,0,1,2
640.00,2.74,7.97,0.51,1.00,5.98,0.00,0.00,1.00,2.00,0.02,0.02,1.00,0.11,0.29,0,1,0,1
641.00,3.58,8.31,0.56,1.00,6.13,0.00,0.00,0.00,2.00,0.11,0.11,0.00,0.07,0.16,1,0,0,0
642.00,3.68,8.57,0.59,1.00,6.09,0.00,1.00,1.00,2.00,0.11,0.11,0.00,0.00,0.08,0,0,1,2
643.00,3.45,8.46,0.59,1.00,5.92,0.00,0.00,1.00,5.00,0.13,0.13,1.00,0.00,0.09,0,1,0,1
644.00,3.57,8.38,0.69,1.00,5.84,0.00,1.00,1.00,3.00,0.02,0.02,0.00,0.09,0.14,0,0,1,2
648.00,3.89,8.28,0.42,1.00,5.74,0.00,0.00,1.00,6.00,0.08,0.08,1.00,0.03,0.13,0,1,0,1
650.00,3.74,8.43,0.58,1.00,5.81,0.00,1.00,1.00,3.00,0.00,0.00,0.00,0.09,0.29,0,0,1,2
651.00,2.55,8.11,0.19,1.00,6.04,0.00,0.00,0.00,2.00,0.12,0.12,0.00,0.05,0.10,1,0,0,0
652.00,2.82,8.20,0.40,1.00,5.88,0.00,0.00,0.00,3.00,0.09,0.09,0.00,0.09,0.17,1,0,0,0
653.00,2.74,8.07,0.50,1.00,5.75,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.03,0.15,1,0,0,0
654.00,2.52,7.98,0.25,1.00,5.86,0.00,0.00,0.00,2.00,0.10,0.10,0.00,0.06,0.19,1,0,0,0
655.00,2.87,8.05,0.21,1.00,5.96,0.00,0.00,1.00,0.00,0.08,0.08,1.00,0.08,0.18,0,1,0,1
656.00,3.25,8.35,0.56,1.00,5.57,0.00,0.00,1.00,2.00,0.23,0.25,1.00,0.00,0.16,0,1,0,1
657.00,3.45,8.45,0.53,1.00,5.80,0.00,0.00,1.00,5.00,0.05,0.05,1.00,0.02,0.18,0,1,0,1
658.00,3.58,8.70,0.64,1.00,5.77,0.00,1.00,1.00,5.00,0.03,0.03,0.00,0.00,0.13,0,0,1,2
659.00,2.67,7.51,0.32,1.00,5.95,0.00,0.00,0.00,3.00,0.07,0.07,0.00,0.09,0.16,1,0,0,0
660.00,3.92,8.11,0.52,1.00,6.16,0.00,0.00,1.00,2.00,0.14,0.14,1.00,0.09,0.11,0,1,0,1
662.00,3.06,8.11,0.44,1.00,5.69,0.00,0.00,1.00,3.00,0.02,0.02,1.00,0.15,0.32,0,1,0,1
663.00,2.80,8.23,0.31,1.00,5.99,0.00,0.00,0.00,2.00,0.14,0.14,0.00,0.03,0.12,1,0,0,0
664.00,2.85,8.37,0.24,1.00,5.68,0.00,0.00,1.00,2.00,0.03,0.03,1.00,0.03,0.16,0,1,0,1
666.00,1.98,7.20,0.00,1.00,5.67,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.12,0.24,1,0,0,0
667.00,1.76,7.83,0.00,1.00,6.06,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.04,0.14,1,0,0,0
668.00,3.52,8.48,0.57,1.00,5.60,0.00,0.00,1.00,2.00,0.08,0.08,1.00,0.08,0.27,0,1,0,1
669.00,2.83,8.61,0.54,1.00,5.93,0.00,0.00,1.00,3.00,0.00,0.00,1.00,0.12,0.32,0,1,0,1
672.00,3.27,8.62,0.63,1.00,5.80,0.00,0.00,1.00,5.00,0.00,0.00,1.00,0.11,0.21,0,1,0,1
674.00,2.04,8.22,0.45,1.00,5.80,0.00,0.00,0.00,1.00,0.03,0.03,0.00,0.11,0.18,1,0,0,0
675.00,1.72,7.73,0.00,1.00,5.73,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.06,0.24,1,0,0,0
676.00,3.12,8.13,0.22,1.00,5.90,0.00,0.00,0.00,3.00,0.03,0.03,0.00,0.07,0.19,1,0,0,0
677.00,1.84,7.90,0.00,1.00,6.01,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.08,0.18,1,0,0,0
678.00,3.89,8.57,0.61,1.00,6.18,0.00,1.00,1.00,3.00,0.07,0.07,0.00,0.05,0.12,0,0,1,2
680.00,2.89,8.11,0.37,1.00,5.66,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.13,0.27,0,1,0,1
682.00,2.54,8.22,0.61,1.00,5.94,0.00,0.00,0.00,2.00,0.03,0.03,0.00,0.15,0.34,1,0,0,0
683.00,2.94,8.08,0.54,1.00,5.91,0.00,0.00,0.00,1.00,0.05,0.05,0.00,0.15,0.25,1,0,0,0
684.00,2.73,8.76,0.21,1.00,5.70,0.00,0.00,0.00,3.00,0.08,0.08,0.00,0.12,0.33,1,0,0,0
685.00,2.83,8.24,0.31,1.00,5.86,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.16,0.30,0,1,0,1
686.00,2.75,8.38,0.37,1.00,5.87,0.00,0.00,1.00,2.00,0.03,0.03,1.00,0.16,0.26,0,1,0,1
687.00,4.10,8.58,0.65,1.00,6.09,0.00,1.00,1.00,4.00,0.05,0.05,0.00,0.05,0.14,0,0,1,2
689.00,4.11,8.68,0.64,1.00,5.74,0.00,0.00,1.00,7.00,0.00,0.00,1.00,0.12,0.26,0,1,0,1
691.00,3.55,8.32,0.41,1.00,6.02,0.00,0.00,0.00,2.00,0.14,0.14,0.00,0.03,0.09,1,0,0,0
692.00,3.49,8.79,0.44,1.00,6.38,0.00,1.00,1.00,7.00,0.11,0.11,0.00,0.19,0.29,0,0,1,2
695.00,2.27,8.41,0.00,1.00,6.17,0.00,0.00,0.00,1.00,0.09,0.09,0.00,0.04,0.11,1,0,0,0
696.00,2.64,8.21,0.50,1.00,6.33,0.00,0.00,0.00,3.00,0.21,0.24,0.00,0.20,0.26,1,0,0,0
697.00,3.76,8.24,0.55,1.00,6.20,0.00,0.00,1.00,2.00,0.20,0.24,1.00,0.05,0.20,0,1,0,1
698.00,2.74,7.43,0.00,1.00,6.18,0.00,0.00,0.00,2.00,0.21,0.21,0.00,0.10,0.39,1,0,0,0
699.00,2.99,7.95,0.20,1.00,6.23,0.00,0.00,0.00,2.00,0.11,0.13,0.00,0.17,0.23,1,0,0,0
700.00,3.66,8.60,0.53,1.00,6.26,0.00,1.00,1.00,3.00,0.12,0.12,0.00,0.18,0.20,0,0,1,2
702.00,3.28,8.40,0.38,1.00,6.09,0.00,0.00,1.00,3.00,0.12,0.12,1.00,0.05,0.33,0,1,0,1
703.00,3.50,8.20,0.50,1.00,6.22,0.00,0.00,1.00,2.00,0.19,0.22,1.00,0.08,0.17,0,1,0,1
704.00,2.34,7.68,0.00,1.00,6.11,0.00,0.00,0.00,1.00,0.10,0.07,0.00,0.07,0.35,1,0,0,0
705.00,3.36,8.64,0.41,1.00,6.06,0.00,0.00,1.00,5.00,0.02,0.02,1.00,0.15,0.28,0,1,0,1
706.00,3.84,8.44,0.37,1.00,6.30,0.00,0.00,1.00,1.00,0.28,0.22,1.00,0.09,0.17,0,1,0,1
707.00,3.23,8.64,0.42,1.00,6.25,0.00,1.00,1.00,1.00,0.14,0.14,0.00,0.06,0.33,0,0,1,2
708.00,3.66,8.45,0.58,1.00,6.41,0.00,0.00,1.00,2.00,0.09,0.09,1.00,0.25,0.40,0,1,0,1
710.00,3.66,9.08,0.47,1.00,6.06,0.00,1.00,1.00,3.00,0.04,0.04,0.00,0.08,0.28,0,0,1,2
712.00,3.26,8.44,0.66,1.00,6.30,0.00,1.00,1.00,2.00,0.19,0.19,0.00,0.06,0.28,0,0,1,2
714.00,2.90,8.32,0.34,1.00,6.14,0.00,0.00,0.00,4.00,0.12,0.12,0.00,0.05,0.17,1,0,0,0
715.00,3.07,7.57,0.21,1.00,6.30,0.00,0.00,0.00,2.00,0.24,0.22,0.00,0.12,0.31,1,0,0,0
716.00,3.02,8.39,0.36,1.00,6.29,0.00,0.00,1.00,2.00,0.16,0.16,1.00,0.23,0.21,0,1,0,1
717.00,3.47,8.50,0.47,1.00,5.97,0.00,1.00,1.00,4.00,0.07,0.07,0.00,0.13,0.27,0,0,1,2
719.00,3.50,8.12,0.35,1.00,6.09,0.00,0.00,1.00,4.00,0.07,0.07,1.00,0.11,0.36,0,1,0,1
721.00,3.97,8.29,0.62,1.00,6.26,0.00,0.00,1.00,4.00,0.27,0.32,1.00,0.08,0.29,0,1,0,1
722.00,3.53,8.37,0.12,1.00,6.14,0.00,0.00,1.00,3.00,0.17,0.10,1.00,0.04,0.23,0,1,0,1
724.00,3.89,8.60,0.55,1.00,6.30,0.00,0.00,1.00,6.00,0.21,0.24,1.00,0.09,0.25,0,1,0,1
726.00,3.62,8.56,0.48,1.00,6.34,0.00,1.00,1.00,5.00,0.18,0.18,0.00,0.22,0.28,0,0,1,2
727.00,3.71,8.69,0.56,1.00,6.18,0.00,0.00,1.00,4.00,0.16,0.13,1.00,0.12,0.30,0,1,0,1
728.00,3.35,8.71,0.39,1.00,6.22,0.00,0.00,1.00,3.00,0.13,0.13,1.00,0.09,0.09,0,1,0,1
729.00,3.08,8.10,0.43,1.00,6.36,0.00,0.00,0.00,6.00,0.16,0.16,0.00,0.19,0.30,1,0,0,0
730.00,3.45,8.63,0.54,1.00,6.24,0.00,1.00,1.00,5.00,0.16,0.11,0.00,0.05,0.28,0,0,1,2
731.00,3.30,8.05,0.41,1.00,6.23,0.00,0.00,1.00,1.00,0.16,0.14,1.00,0.12,0.29,0,1,0,1
733.00,3.68,8.75,0.64,1.00,6.01,0.00,1.00,0.00,8.00,0.02,0.02,0.00,0.06,0.35,0,1,0,1
735.00,3.49,8.26,0.09,1.00,6.40,0.00,0.00,1.00,4.00,0.16,0.16,1.00,0.18,0.32,0,1,0,1
738.00,3.82,8.54,0.44,1.00,6.13,0.00,1.00,1.00,7.00,0.13,0.11,0.00,0.05,0.29,0,0,1,2
741.00,3.81,8.53,0.37,1.00,6.31,0.00,1.00,1.00,8.00,0.21,0.21,0.00,0.07,0.19,0,0,1,2
742.00,2.36,8.15,0.26,1.00,6.09,0.00,0.00,0.00,3.00,0.03,0.03,0.00,0.12,0.36,1,0,0,0
743.00,3.50,8.25,0.51,1.00,6.29,0.00,1.00,0.00,3.00,0.14,0.16,0.00,0.24,0.29,0,1,0,1
745.00,3.59,8.53,0.44,1.00,6.16,0.00,0.00,1.00,3.00,0.14,0.16,1.00,0.04,0.19,0,1,0,1
746.00,4.17,8.34,0.46,1.00,6.17,0.00,1.00,1.00,6.00,0.21,0.24,0.00,0.02,0.28,0,0,1,2
747.00,2.69,8.00,0.03,1.00,6.19,0.00,0.00,0.00,1.00,0.13,0.13,0.00,0.03,0.10,1,0,0,0
748.00,3.74,8.25,0.34,1.00,6.38,0.00,0.00,1.00,4.00,0.13,0.13,1.00,0.22,0.34,0,1,0,1
749.00,1.69,7.36,0.00,1.00,6.29,0.00,0.00,0.00,1.00,0.24,0.17,0.00,0.10,0.28,1,0,0,0
750.00,2.96,8.11,0.33,1.00,6.11,0.00,0.00,1.00,5.00,0.07,0.05,1.00,0.09,0.26,0,1,0,1
751.00,3.01,7.69,0.00,1.00,6.12,0.00,0.00,1.00,2.00,0.15,0.15,1.00,0.07,0.27,0,1,0,1
752.00,2.81,7.51,0.18,1.00,6.11,0.00,0.00,0.00,1.00,0.11,0.11,0.00,0.06,0.31,1,0,0,0
753.00,2.96,8.35,0.48,1.00,6.08,0.00,0.00,1.00,3.00,0.07,0.05,1.00,0.04,0.24,0,1,0,1
754.00,2.55,7.60,0.20,1.00,6.02,0.00,0.00,0.00,2.00,0.05,0.05,0.00,0.17,0.32,1,0,0,0
756.00,3.28,8.18,0.30,1.00,5.92,0.00,1.00,0.00,3.00,0.09,0.09,0.00,0.09,0.26,0,1,0,1
757.00,2.59,8.15,0.19,1.00,6.26,0.00,0.00,0.00,1.00,0.16,0.16,0.00,0.16,0.18,1,0,0,0
758.00,3.52,8.14,0.28,1.00,6.14,0.00,0.00,1.00,4.00,0.18,0.18,1.00,0.06,0.26,0,1,0,1
759.00,3.31,8.15,0.36,1.00,6.34,0.00,0.00,1.00,4.00,0.19,0.19,1.00,0.13,0.24,0,1,0,1
760.00,3.30,8.42,0.18,1.00,6.27,0.00,0.00,0.00,5.00,0.18,0.15,0.00,0.12,0.35,1,0,0,0
761.00,2.91,8.27,0.40,1.00,6.27,0.00,0.00,1.00,3.00,0.19,0.21,1.00,0.11,0.33,0,1,0,1
763.00,3.13,8.43,0.49,1.00,6.20,0.00,0.00,1.00,5.00,0.16,0.12,1.00,0.10,0.24,0,1,0,1
764.00,3.77,8.41,0.44,1.00,6.24,0.00,0.00,1.00,2.00,0.23,0.26,1.00,0.10,0.28,0,1,0,1
765.00,3.03,7.95,0.00,1.00,6.03,0.00,0.00,0.00,3.00,0.08,0.08,0.00,0.12,0.31,1,0,0,0
766.00,3.16,7.97,0.29,1.00,6.28,0.00,0.00,0.00,11.00,0.22,0.22,0.00,0.12,0.15,1,0,0,0
767.00,3.43,8.99,0.32,1.00,6.43,0.00,1.00,1.00,3.00,0.09,0.09,0.00,0.16,0.35,0,0,1,2
768.00,3.06,7.93,0.34,1.00,6.04,0.00,0.00,1.00,0.00,0.06,0.06,1.00,0.06,0.20,0,1,0,1
769.00,2.16,7.11,0.00,1.00,6.28,0.00,0.00,0.00,1.00,0.21,0.15,0.00,0.09,0.28,1,0,0,0
771.00,2.80,8.41,0.36,1.00,6.26,0.00,0.00,0.00,5.00,0.27,0.33,0.00,0.11,0.23,1,0,0,0
772.00,1.99,7.81,0.00,1.00,6.32,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.13,0.29,1,0,0,0
774.00,2.83,8.42,0.41,1.00,6.09,0.00,0.00,1.00,2.00,0.11,0.11,1.00,0.07,0.13,0,1,0,1
776.00,3.55,8.56,0.52,1.00,6.32,0.00,1.00,1.00,5.00,0.18,0.18,0.00,0.24,0.24,0,0,1,2
777.00,2.11,7.31,0.00,1.00,6.14,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.03,0.13,1,0,0,0
778.00,3.93,7.89,0.71,1.00,6.00,0.00,0.00,1.00,5.00,0.09,0.09,1.00,0.17,0.17,0,1,0,1
779.00,3.30,8.31,0.23,1.00,6.16,0.00,0.00,0.00,1.00,0.16,0.12,0.00,0.09,0.34,1,0,0,0
781.00,3.29,8.25,0.48,1.00,6.35,0.00,1.00,0.00,1.00,0.14,0.14,0.00,0.18,0.32,0,1,0,1
782.00,3.22,8.56,0.36,1.00,6.22,0.00,1.00,0.00,3.00,0.06,0.06,0.00,0.06,0.15,0,1,0,1
783.00,3.40,8.43,0.24,1.00,6.36,0.00,0.00,1.00,3.00,0.14,0.14,1.00,0.22,0.30,0,1,0,1
784.00,2.10,8.17,0.00,1.00,5.84,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.07,0.06,1,0,0,0
786.00,2.64,8.41,0.28,1.00,6.22,0.00,0.00,0.00,3.00,0.02,0.02,0.00,0.05,0.16,1,0,0,0
787.00,2.60,8.36,0.41,1.00,5.75,0.00,0.00,1.00,2.00,0.00,0.00,1.00,0.03,0.10,0,1,0,1
788.00,1.92,8.46,0.00,1.00,5.92,0.00,0.00,0.00,3.00,0.02,0.02,0.00,0.10,0.07,1,0,0,0
789.00,3.22,8.19,0.30,1.00,6.03,0.00,0.00,0.00,3.00,0.10,0.10,0.00,0.02,0.15,1,0,0,0
791.00,3.26,8.32,0.48,1.00,5.98,0.00,0.00,1.00,2.00,0.07,0.07,1.00,0.11,0.10,0,1,0,1
792.00,3.15,8.26,0.33,1.00,6.13,0.00,0.00,1.00,1.00,0.05,0.05,1.00,0.07,0.05,0,1,0,1
793.00,3.05,8.43,0.28,1.00,6.09,0.00,0.00,1.00,3.00,0.10,0.10,1.00,0.04,0.10,0,1,0,1
794.00,2.98,8.72,0.52,1.00,6.10,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.04,0.04,0,1,0,1
795.00,2.76,7.89,0.00,1.00,6.11,0.00,0.00,0.00,2.00,0.03,0.03,0.00,0.11,0.12,1,0,0,0
796.00,2.44,8.40,0.00,1.00,6.04,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.15,1,0,0,0
797.00,3.07,8.78,0.46,1.00,5.98,0.00,1.00,1.00,3.00,0.00,0.00,0.00,0.04,0.08,0,0,1,2
798.00,2.69,8.55,0.46,1.00,5.85,0.00,1.00,0.00,1.00,0.03,0.03,0.00,0.06,0.07,0,1,0,1
799.00,2.89,8.16,0.17,1.00,6.02,0.00,0.00,1.00,2.00,0.14,0.14,1.00,0.03,0.18,0,1,0,1
800.00,3.84,9.01,0.79,1.00,6.15,0.00,1.00,1.00,6.00,0.00,0.00,0.00,0.08,0.05,0,0,1,2
801.00,2.59,8.52,0.37,1.00,6.11,0.00,1.00,0.00,1.00,0.03,0.03,0.00,0.00,0.12,0,1,0,1
802.00,2.60,8.13,0.25,1.00,6.17,0.00,0.00,0.00,2.00,0.02,0.02,0.00,0.12,0.13,1,0,0,0
803.00,2.11,8.27,0.47,1.00,5.79,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.13,1,0,0,0
804.00,2.87,8.94,0.63,1.00,6.15,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.05,0.09,1,0,0,0
805.00,2.93,8.39,0.05,1.00,6.17,0.00,0.00,0.00,6.00,0.03,0.03,0.00,0.07,0.17,1,0,0,0
806.00,3.91,8.56,0.68,1.00,6.07,0.00,1.00,0.00,4.00,0.11,0.11,0.00,0.03,0.21,0,1,0,1
807.00,2.80,8.35,0.42,1.00,5.99,0.00,0.00,1.00,2.00,0.04,0.04,1.00,0.06,0.06,0,1,0,1
808.00,3.58,8.25,0.53,1.00,5.91,0.00,0.00,0.00,3.00,0.07,0.07,0.00,0.02,0.11,1,0,0,0
809.00,2.14,8.07,0.00,1.00,5.77,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.05,0.21,1,0,0,0
810.00,2.10,7.55,0.00,1.00,5.72,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.11,1,0,0,0
811.00,2.91,8.23,0.29,1.00,6.11,0.00,0.00,1.00,2.00,0.10,0.10,1.00,0.05,0.14,0,1,0,1
812.00,3.74,8.91,0.72,1.00,5.88,0.00,1.00,1.00,3.00,0.02,0.02,0.00,0.02,0.22,0,0,1,2
813.00,2.78,8.81,0.70,1.00,6.19,0.00,0.00,1.00,4.00,0.00,0.00,1.00,0.08,0.02,0,1,0,1
815.00,2.39,8.41,0.59,1.00,6.19,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.08,0.07,1,0,0,0
816.00,3.09,8.51,0.29,1.00,6.15,0.00,1.00,0.00,5.00,0.03,0.03,0.00,0.02,0.14,0,1,0,1
817.00,2.80,8.41,0.44,1.00,6.16,0.00,1.00,0.00,3.00,0.02,0.02,0.00,0.09,0.07,0,1,0,1
818.00,2.39,8.16,0.35,1.00,6.10,0.00,0.00,0.00,1.00,0.02,0.02,0.00,0.12,0.12,1,0,0,0
819.00,2.05,7.67,0.00,1.00,5.75,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.03,0.06,1,0,0,0
820.00,2.31,8.10,0.42,1.00,5.98,0.00,0.00,0.00,2.00,0.04,0.04,0.00,0.10,0.12,1,0,0,0
821.00,2.51,8.04,0.00,1.00,6.06,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.08,0.13,1,0,0,0
822.00,2.44,8.05,0.00,1.00,5.91,0.00,0.00,0.00,1.00,0.02,0.02,0.00,0.06,0.08,1,0,0,0
823.00,2.78,8.17,0.48,1.00,6.04,0.00,1.00,0.00,3.00,0.06,0.06,0.00,0.06,0.14,0,1,0,1
824.00,2.49,7.96,0.26,1.00,6.15,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.12,0.09,1,0,0,0
825.00,2.92,8.53,0.26,1.00,6.04,0.00,0.00,1.00,5.00,0.06,0.06,1.00,0.12,0.12,0,1,0,1
826.00,2.73,8.83,0.20,1.00,5.94,0.00,0.00,0.00,2.00,0.11,0.11,0.00,0.00,0.05,1,0,0,0
827.00,2.99,8.53,0.41,1.00,5.87,0.00,0.00,1.00,0.00,0.02,0.02,1.00,0.07,0.25,0,1,0,1
828.00,2.27,8.16,0.37,1.00,6.21,0.00,0.00,0.00,4.00,0.02,0.02,0.00,0.09,0.07,1,0,0,0
829.00,2.34,8.36,0.50,1.00,6.10,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.10,0.06,1,0,0,0
830.00,2.08,8.32,0.00,1.00,6.05,0.00,0.00,0.00,2.00,0.04,0.04,0.00,0.06,0.12,1,0,0,0
831.00,2.74,8.73,0.00,1.00,5.96,0.00,0.00,0.00,1.00,0.07,0.07,0.00,0.02,0.16,1,0,0,0
832.00,3.00,8.54,0.47,1.00,6.11,0.00,0.00,1.00,2.00,0.09,0.09,1.00,0.12,0.15,0,1,0,1
833.00,3.58,8.31,0.44,1.00,5.93,0.00,0.00,1.00,3.00,0.07,0.07,1.00,0.04,0.20,0,1,0,1
834.00,2.84,9.23,0.57,1.00,5.85,0.00,0.00,1.00,0.00,0.02,0.02,1.00,0.07,0.21,0,1,0,1
836.00,3.01,8.25,0.44,1.00,6.07,0.00,0.00,1.00,4.00,0.13,0.13,1.00,0.03,0.16,0,1,0,1
837.00,2.44,8.54,0.00,1.00,5.90,0.00,0.00,0.00,1.00,0.03,0.03,0.00,0.04,0.24,1,0,0,0
838.00,2.89,8.57,0.34,1.00,6.16,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.05,0.07,0,1,0,1
839.00,3.65,8.62,0.59,1.00,5.81,0.00,0.00,1.00,4.00,0.02,0.02,1.00,0.06,0.15,0,1,0,1
841.00,2.48,7.78,0.00,1.00,5.92,0.00,0.00,0.00,1.00,0.08,0.08,0.00,0.05,0.30,1,0,0,0
842.00,2.21,8.14,0.47,1.00,5.79,0.00,0.00,0.00,4.00,0.02,0.02,0.00,0.02,0.20,1,0,0,0
843.00,2.48,8.11,0.00,1.00,6.21,0.00,0.00,0.00,2.00,0.03,0.03,0.00,0.03,0.07,1,0,0,0
844.00,2.62,8.23,0.35,1.00,5.85,0.00,0.00,0.00,2.00,0.03,0.03,0.00,0.02,0.13,1,0,0,0
845.00,3.08,8.60,0.54,1.00,5.88,0.00,0.00,1.00,3.00,0.00,0.00,1.00,0.04,0.24,0,1,0,1
846.00,3.44,8.49,0.53,1.00,5.86,0.00,0.00,1.00,3.00,0.03,0.03,1.00,0.04,0.22,0,1,0,1
847.00,3.66,8.54,0.66,1.00,5.99,0.00,1.00,1.00,4.00,0.09,0.09,0.00,0.02,0.15,0,0,1,2
848.00,2.66,7.74,0.39,1.00,5.81,0.00,0.00,0.00,2.00,0.11,0.11,0.00,0.07,0.03,1,0,0,0
849.00,2.41,8.29,0.31,1.00,6.20,0.00,0.00,0.00,1.00,0.02,0.02,0.00,0.13,0.10,1,0,0,0
850.00,2.32,8.68,0.27,1.00,6.00,0.00,0.00,0.00,3.00,0.04,0.04,0.00,0.00,0.10,1,0,0,0
851.00,2.09,8.29,0.45,1.00,5.81,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.04,0.26,1,0,0,0
852.00,2.47,8.38,0.53,1.00,5.79,0.00,1.00,0.00,3.00,0.03,0.03,0.00,0.04,0.09,0,1,0,1
853.00,3.71,8.55,0.71,1.00,5.98,0.00,0.00,1.00,3.00,0.13,0.13,1.00,0.05,0.19,0,1,0,1
854.00,2.71,8.86,0.30,1.00,6.16,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.07,0.12,1,0,0,0
855.00,1.95,7.95,0.39,1.00,6.20,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.07,0.09,1,0,0,0
856.00,2.85,8.58,0.65,1.00,5.73,0.00,0.00,1.00,2.00,0.02,0.02,1.00,0.07,0.03,0,1,0,1
857.00,2.31,8.45,0.36,1.00,6.15,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.06,0.06,1,0,0,0
858.00,3.21,8.50,0.36,1.00,6.12,0.00,0.00,1.00,2.00,0.04,0.04,1.00,0.03,0.07,0,1,0,1
859.00,2.18,8.03,0.00,1.00,6.09,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.09,1,0,0,0
862.00,2.94,8.74,0.48,1.00,5.95,0.00,0.00,1.00,3.00,0.02,0.02,1.00,0.05,0.17,0,1,0,1
863.00,1.68,8.40,0.00,1.00,5.72,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.13,1,0,0,0
864.00,2.48,8.38,0.00,1.00,6.04,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.09,0.13,1,0,0,0
866.00,2.57,8.63,0.39,1.00,5.92,0.00,0.00,0.00,3.00,0.04,0.04,0.00,0.08,0.07,1,0,0,0
867.00,3.44,8.64,0.46,1.00,6.17,0.00,0.00,1.00,8.00,0.02,0.02,1.00,0.05,0.04,0,1,0,1
869.00,2.87,8.07,0.28,1.00,6.01,0.00,0.00,0.00,4.00,0.08,0.08,0.00,0.04,0.17,1,0,0,0
870.00,1.96,7.68,0.00,1.00,5.72,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.05,0.13,1,0,0,0
871.00,2.53,8.65,0.60,1.00,5.78,0.00,0.00,1.00,2.00,0.00,0.00,1.00,0.04,0.04,0,1,0,1
872.00,2.06,7.36,0.00,1.00,5.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.23,1,0,0,0
873.00,3.57,8.67,0.70,1.00,5.83,0.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.21,0,0,1,2
874.00,3.68,8.25,0.58,1.00,5.85,0.00,0.00,1.00,2.00,0.06,0.06,1.00,0.00,0.12,0,1,0,1
875.00,3.04,8.44,0.33,1.00,5.92,0.00,0.00,1.00,3.00,0.04,0.04,1.00,0.05,0.24,0,1,0,1
876.00,1.91,7.97,0.00,1.00,5.73,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.11,1,0,0,0
877.00,3.66,8.86,0.64,1.00,6.04,0.00,1.00,1.00,6.00,0.02,0.02,0.00,0.06,0.08,0,0,1,2
878.00,2.49,8.35,0.34,1.00,6.19,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.11,0.15,1,0,0,0
879.00,3.04,8.59,0.36,1.00,6.21,0.00,0.00,1.00,3.00,0.00,0.00,1.00,0.05,0.05,0,1,0,1
881.00,2.05,7.74,0.00,1.00,6.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.17,1,0,0,0
882.00,2.65,8.09,0.42,1.00,6.09,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.13,0.11,1,0,0,0
883.00,2.67,8.21,0.44,1.00,4.80,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.15,0,1,0,1
884.00,2.09,8.11,0.42,1.00,4.95,0.00,0.00,0.00,2.00,0.02,0.02,0.00,0.00,0.19,1,0,0,0
885.00,2.82,8.07,0.62,1.00,5.43,0.00,0.00,1.00,3.00,0.16,0.16,1.00,0.00,0.12,0,1,0,1
